"Day ","Items ","Note ","Amount "
"70","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 12114 ","-160000"
"70","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 12114 ","-405600"
"70","Human Resource Expense","Staff Dismiss","-67000"
"70","Human Resource Expense","Counselled","-2000"
"70","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"70","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-30000"
"70","Marketing Expense","Cash Payment - Marketing - Manila","-30000"
"70","Marketing Expense","Cash Payment - Marketing - Bangkok","-30000"
"70","Marketing Expense","Cash Payment - Marketing - Jakarta","-30000"
"70","Salary Expense","Cash Payment - Salary Expense","-1404"
"70","Salary Expense","Cash Payment - Salary Expense","-1690"
"70","Salary Expense","Cash Payment - Salary Expense","-1850"
"70","Salary Expense","Cash Payment - Salary Expense","-1829"
"70","Salary Expense","Cash Payment - Salary Expense","-1784"
"70","Salary Expense","Cash Payment - Salary Expense","-21058"
"70","Retail","Revenue - Retail Sales Ho Chi Minh City - White Wine","60080"
"70","Retail","Revenue - Retail Sales Ho Chi Minh City - Sparkling Wine","728840"
"70","Retail","Revenue - Retail Sales Manila - Red Wine","598000"
"70","Retail","Revenue - Retail Sales Manila - White Wine","291180"
"70","Retail","Revenue - Retail Sales Manila - Sparkling Wine","94500"
"70","Retail","Revenue - Retail Sales Bangkok - White Wine","63945"
"70","Retail","Revenue - Retail Sales Bangkok - Sparkling Wine","478709"
"70","Retail","Revenue - Retail Sales Jakarta - White Wine","241150"
"70","Retail","Revenue - Retail Sales Jakarta - Sparkling Wine","99000"
"70","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","-2139"
"70","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"70","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"70","Rental Expense","Cash Payment - Rental - Manila","-1860"
"70","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"70","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"69","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11964 ","-168000"
"69","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11964 ","-254520"
"69","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"69","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-30000"
"69","Marketing Expense","Cash Payment - Marketing - Manila","-30000"
"69","Marketing Expense","Cash Payment - Marketing - Bangkok","-30000"
"69","Marketing Expense","Cash Payment - Marketing - Jakarta","-30000"
"69","Salary Expense","Cash Payment - Salary Expense","-1872"
"69","Salary Expense","Cash Payment - Salary Expense","-1690"
"69","Salary Expense","Cash Payment - Salary Expense","-1850"
"69","Salary Expense","Cash Payment - Salary Expense","-1829"
"69","Salary Expense","Cash Payment - Salary Expense","-1784"
"69","Salary Expense","Cash Payment - Salary Expense","-20983"
"69","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 361","-15000"
"69","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","52965"
"69","Retail","Revenue - Retail Sales Ho Chi Minh City - White Wine","10880"
"69","Retail","Revenue - Retail Sales Ho Chi Minh City - Sparkling Wine","146400"
"69","Retail","Revenue - Retail Sales Manila - Red Wine","102975"
"69","Retail","Revenue - Retail Sales Manila - White Wine","51000"
"69","Retail","Revenue - Retail Sales Manila - Sparkling Wine","13800"
"69","Retail","Revenue - Retail Sales Bangkok - White Wine","8460"
"69","Retail","Revenue - Retail Sales Bangkok - Sparkling Wine","72450"
"69","Retail","Revenue - Retail Sales Jakarta - White Wine","86660"
"69","Retail","Revenue - Retail Sales Jakarta - Sparkling Wine","13200"
"69","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","-2821"
"69","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"69","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"69","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Manila","-1190"
"69","Rental Expense","Cash Payment - Rental - Manila","-1860"
"69","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"69","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"68","Wholesales (B2B)","Revenue - B2B SO ID: 9236","729800"
"68","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 9236","-63000"
"68","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 11771 ","-74880"
"68","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 11771 ","-146952"
"68","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 11771 ","-312000"
"68","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 11771 ","-187200"
"68","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"68","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-30000"
"68","Marketing Expense","Cash Payment - Marketing - Manila","-30000"
"68","Marketing Expense","Cash Payment - Marketing - Bangkok","-30000"
"68","Marketing Expense","Cash Payment - Marketing - Jakarta","-30000"
"68","Salary Expense","Cash Payment - Salary Expense","-1872"
"68","Salary Expense","Cash Payment - Salary Expense","-1690"
"68","Salary Expense","Cash Payment - Salary Expense","-1850"
"68","Salary Expense","Cash Payment - Salary Expense","-1763"
"68","Salary Expense","Cash Payment - Salary Expense","-1784"
"68","Salary Expense","Cash Payment - Salary Expense","-20929"
"68","Shipping Expense","Cash Payment - Shipping Expense - B2B SO : 11235","-39138"
"68","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 365","-15000"
"68","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","46035"
"68","Retail","Revenue - Retail Sales Ho Chi Minh City - White Wine","12240"
"68","Retail","Revenue - Retail Sales Manila - Red Wine","93450"
"68","Retail","Revenue - Retail Sales Manila - White Wine","44280"
"68","Retail","Revenue - Retail Sales Manila - Sparkling Wine","15360"
"68","Retail","Revenue - Retail Sales Bangkok - Red Wine","36120"
"68","Retail","Revenue - Retail Sales Bangkok - White Wine","9270"
"68","Retail","Revenue - Retail Sales Bangkok - Sparkling Wine","70950"
"68","Retail","Revenue - Retail Sales Jakarta - Red Wine","44982"
"68","Retail","Revenue - Retail Sales Jakarta - White Wine","97020"
"68","Retail","Revenue - Retail Sales Jakarta - Sparkling Wine","14740"
"68","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"68","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"68","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Manila","-1505"
"68","Rental Expense","Cash Payment - Rental - Manila","-1860"
"68","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Bangkok","-100"
"68","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"68","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"67","Human Resource Expense","Counselled","-2000"
"67","Human Resource Expense","Counselled","-2000"
"67","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"67","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-30000"
"67","Marketing Expense","Cash Payment - Marketing - Manila","-30000"
"67","Marketing Expense","Cash Payment - Marketing - Bangkok","-30000"
"67","Marketing Expense","Cash Payment - Marketing - Jakarta","-30000"
"67","Salary Expense","Cash Payment - Salary Expense","-1872"
"67","Salary Expense","Cash Payment - Salary Expense","-1690"
"67","Salary Expense","Cash Payment - Salary Expense","-1850"
"67","Salary Expense","Cash Payment - Salary Expense","-1763"
"67","Salary Expense","Cash Payment - Salary Expense","-1784"
"67","Salary Expense","Cash Payment - Salary Expense","-20929"
"67","Shipping Expense","Cash Payment - Shipping Expense - B2B SO : 11056","-35907"
"67","Shipping Expense","Cash Payment - Shipping Expense - B2B SO : 11072","-7797"
"67","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 378","-15000"
"67","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 382","-15000"
"67","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","50490"
"67","Retail","Revenue - Retail Sales Ho Chi Minh City - White Wine","10640"
"67","Retail","Revenue - Retail Sales Manila - Red Wine","98175"
"67","Retail","Revenue - Retail Sales Manila - White Wine","46200"
"67","Retail","Revenue - Retail Sales Manila - Sparkling Wine","15000"
"67","Retail","Revenue - Retail Sales Bangkok - Red Wine","35520"
"67","Retail","Revenue - Retail Sales Bangkok - White Wine","8100"
"67","Retail","Revenue - Retail Sales Bangkok - Sparkling Wine","78300"
"67","Retail","Revenue - Retail Sales Jakarta - Red Wine","39882"
"67","Retail","Revenue - Retail Sales Jakarta - White Wine","98840"
"67","Retail","Revenue - Retail Sales Jakarta - Sparkling Wine","13970"
"67","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"67","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"67","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Manila","-1750"
"67","Rental Expense","Cash Payment - Rental - Manila","-1860"
"67","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Bangkok","-225"
"67","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"67","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"66","Wholesales (B2B)","Revenue - B2B SO ID: 9603","1269760"
"66","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 9603","-18000"
"66","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"66","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-30000"
"66","Marketing Expense","Cash Payment - Marketing - Manila","-30000"
"66","Marketing Expense","Cash Payment - Marketing - Bangkok","-30000"
"66","Marketing Expense","Cash Payment - Marketing - Jakarta","-30000"
"66","Salary Expense","Cash Payment - Salary Expense","-1872"
"66","Salary Expense","Cash Payment - Salary Expense","-1672"
"66","Salary Expense","Cash Payment - Salary Expense","-1829"
"66","Salary Expense","Cash Payment - Salary Expense","-1743"
"66","Salary Expense","Cash Payment - Salary Expense","-1784"
"66","Salary Expense","Cash Payment - Salary Expense","-20910"
"66","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","46035"
"66","Retail","Revenue - Retail Sales Ho Chi Minh City - White Wine","10880"
"66","Retail","Revenue - Retail Sales Ho Chi Minh City - Sparkling Wine","153360"
"66","Retail","Revenue - Retail Sales Manila - Red Wine","90600"
"66","Retail","Revenue - Retail Sales Manila - White Wine","48720"
"66","Retail","Revenue - Retail Sales Manila - Sparkling Wine","14280"
"66","Retail","Revenue - Retail Sales Bangkok - Red Wine","36960"
"66","Retail","Revenue - Retail Sales Bangkok - White Wine","8190"
"66","Retail","Revenue - Retail Sales Bangkok - Sparkling Wine","69750"
"66","Retail","Revenue - Retail Sales Jakarta - Red Wine","39474"
"66","Retail","Revenue - Retail Sales Jakarta - White Wine","88760"
"66","Retail","Revenue - Retail Sales Jakarta - Sparkling Wine","13530"
"66","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","-1333"
"66","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"66","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"66","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Manila","-3430"
"66","Rental Expense","Cash Payment - Rental - Manila","-1860"
"66","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Bangkok","-400"
"66","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"66","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"65","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11240 ","-113120"
"65","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11240 ","-181800"
"65","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11240 ","-42420"
"65","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 11243 ","-95616"
"65","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 11243 ","-173304"
"65","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 11243 ","-308096"
"65","Human Resource Expense","Counselled","-2000"
"65","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"65","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-30000"
"65","Marketing Expense","Cash Payment - Marketing - Manila","-30000"
"65","Marketing Expense","Cash Payment - Marketing - Bangkok","-30000"
"65","Marketing Expense","Cash Payment - Marketing - Jakarta","-30000"
"65","Salary Expense","Cash Payment - Salary Expense","-1872"
"65","Salary Expense","Cash Payment - Salary Expense","-1672"
"65","Salary Expense","Cash Payment - Salary Expense","-1829"
"65","Salary Expense","Cash Payment - Salary Expense","-1743"
"65","Salary Expense","Cash Payment - Salary Expense","-1784"
"65","Salary Expense","Cash Payment - Salary Expense","-20910"
"65","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","201630"
"65","Retail","Revenue - Retail Sales Ho Chi Minh City - White Wine","48960"
"65","Retail","Revenue - Retail Sales Ho Chi Minh City - Sparkling Wine","540960"
"65","Retail","Revenue - Retail Sales Manila - Red Wine","349950"
"65","Retail","Revenue - Retail Sales Manila - White Wine","199095"
"65","Retail","Revenue - Retail Sales Manila - Sparkling Wine","54720"
"65","Retail","Revenue - Retail Sales Bangkok - Red Wine","132360"
"65","Retail","Revenue - Retail Sales Bangkok - White Wine","33120"
"65","Retail","Revenue - Retail Sales Bangkok - Sparkling Wine","273910"
"65","Retail","Revenue - Retail Sales Jakarta - Red Wine","166107"
"65","Retail","Revenue - Retail Sales Jakarta - White Wine","351330"
"65","Retail","Revenue - Retail Sales Jakarta - Sparkling Wine","51590"
"65","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","-1612"
"65","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"65","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"65","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Manila","-3675"
"65","Rental Expense","Cash Payment - Rental - Manila","-1860"
"65","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Bangkok","-525"
"65","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"65","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"64","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10955 ","-168000"
"64","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10955 ","-180000"
"64","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10955 ","-168000"
"64","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"64","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-30000"
"64","Marketing Expense","Cash Payment - Marketing - Manila","-30000"
"64","Marketing Expense","Cash Payment - Marketing - Bangkok","-30000"
"64","Marketing Expense","Cash Payment - Marketing - Jakarta","-30000"
"64","Salary Expense","Cash Payment - Salary Expense","-1872"
"64","Salary Expense","Cash Payment - Salary Expense","-1654"
"64","Salary Expense","Cash Payment - Salary Expense","-1829"
"64","Salary Expense","Cash Payment - Salary Expense","-1743"
"64","Salary Expense","Cash Payment - Salary Expense","-1784"
"64","Salary Expense","Cash Payment - Salary Expense","-20910"
"64","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","53020"
"64","Retail","Revenue - Retail Sales Ho Chi Minh City - White Wine","11360"
"64","Retail","Revenue - Retail Sales Ho Chi Minh City - Sparkling Wine","148800"
"64","Retail","Revenue - Retail Sales Manila - Red Wine","102000"
"64","Retail","Revenue - Retail Sales Manila - White Wine","51090"
"64","Retail","Revenue - Retail Sales Manila - Sparkling Wine","14520"
"64","Retail","Revenue - Retail Sales Bangkok - Red Wine","38280"
"64","Retail","Revenue - Retail Sales Bangkok - White Wine","9090"
"64","Retail","Revenue - Retail Sales Bangkok - Sparkling Wine","74480"
"64","Retail","Revenue - Retail Sales Jakarta - Red Wine","42024"
"64","Retail","Revenue - Retail Sales Jakarta - White Wine","98000"
"64","Retail","Revenue - Retail Sales Jakarta - Sparkling Wine","13640"
"64","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","-2573"
"64","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"64","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"64","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Manila","-1995"
"64","Rental Expense","Cash Payment - Rental - Manila","-1860"
"64","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Bangkok","-1100"
"64","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"64","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"63","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"63","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-30000"
"63","Marketing Expense","Cash Payment - Marketing - Manila","-30000"
"63","Marketing Expense","Cash Payment - Marketing - Bangkok","-30000"
"63","Marketing Expense","Cash Payment - Marketing - Jakarta","-30000"
"63","Salary Expense","Cash Payment - Salary Expense","-1872"
"63","Salary Expense","Cash Payment - Salary Expense","-1654"
"63","Salary Expense","Cash Payment - Salary Expense","-1829"
"63","Salary Expense","Cash Payment - Salary Expense","-1743"
"63","Salary Expense","Cash Payment - Salary Expense","-1784"
"63","Salary Expense","Cash Payment - Salary Expense","-20767"
"63","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","46200"
"63","Retail","Revenue - Retail Sales Ho Chi Minh City - White Wine","11040"
"63","Retail","Revenue - Retail Sales Ho Chi Minh City - Sparkling Wine","137520"
"63","Retail","Revenue - Retail Sales Manila - Red Wine","91725"
"63","Retail","Revenue - Retail Sales Manila - White Wine","44880"
"63","Retail","Revenue - Retail Sales Manila - Sparkling Wine","13200"
"63","Retail","Revenue - Retail Sales Bangkok - Red Wine","33600"
"63","Retail","Revenue - Retail Sales Bangkok - White Wine","8190"
"63","Retail","Revenue - Retail Sales Bangkok - Sparkling Wine","57720"
"63","Retail","Revenue - Retail Sales Jakarta - Red Wine","42840"
"63","Retail","Revenue - Retail Sales Jakarta - White Wine","90720"
"63","Retail","Revenue - Retail Sales Jakarta - Sparkling Wine","13750"
"63","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","-2852"
"63","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"63","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"63","Rental Expense","Cash Payment - Rental - Manila","-1860"
"63","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Bangkok","-1225"
"63","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"63","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"62","Human Resource Expense","Counselled","-2000"
"62","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 10714 ","-60200"
"62","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 10714 ","-179568"
"62","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 10714 ","-206400"
"62","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"62","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-30000"
"62","Marketing Expense","Cash Payment - Marketing - Manila","-30000"
"62","Marketing Expense","Cash Payment - Marketing - Bangkok","-30000"
"62","Marketing Expense","Cash Payment - Marketing - Jakarta","-30000"
"62","Salary Expense","Cash Payment - Salary Expense","-1872"
"62","Salary Expense","Cash Payment - Salary Expense","-1654"
"62","Salary Expense","Cash Payment - Salary Expense","-1829"
"62","Salary Expense","Cash Payment - Salary Expense","-1743"
"62","Salary Expense","Cash Payment - Salary Expense","-1784"
"62","Salary Expense","Cash Payment - Salary Expense","-20767"
"62","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","50600"
"62","Retail","Revenue - Retail Sales Ho Chi Minh City - White Wine","12080"
"62","Retail","Revenue - Retail Sales Ho Chi Minh City - Sparkling Wine","128600"
"62","Retail","Revenue - Retail Sales Manila - Red Wine","87685"
"62","Retail","Revenue - Retail Sales Manila - White Wine","42120"
"62","Retail","Revenue - Retail Sales Manila - Sparkling Wine","13800"
"62","Retail","Revenue - Retail Sales Bangkok - Red Wine","35760"
"62","Retail","Revenue - Retail Sales Bangkok - White Wine","10300"
"62","Retail","Revenue - Retail Sales Bangkok - Sparkling Wine","63840"
"62","Retail","Revenue - Retail Sales Jakarta - Red Wine","44472"
"62","Retail","Revenue - Retail Sales Jakarta - White Wine","74280"
"62","Retail","Revenue - Retail Sales Jakarta - Sparkling Wine","13640"
"62","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","-3007"
"62","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"62","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"62","Rental Expense","Cash Payment - Rental - Manila","-1860"
"62","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Bangkok","-1375"
"62","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"62","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Jakarta","-170"
"62","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"61","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10348 ","-210000"
"61","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10348 ","-15000"
"61","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10348 ","-210000"
"61","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 10508 ","-54180"
"61","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 10508 ","-162024"
"61","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 10508 ","-222912"
"61","Human Resource Expense","Attended Training","-15000"
"61","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10533 ","-169680"
"61","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10533 ","-185400"
"61","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10533 ","-42420"
"61","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"61","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-30000"
"61","Marketing Expense","Cash Payment - Marketing - Manila","-30000"
"61","Marketing Expense","Cash Payment - Marketing - Bangkok","-30000"
"61","Marketing Expense","Cash Payment - Marketing - Jakarta","-30000"
"61","Salary Expense","Cash Payment - Salary Expense","-1784"
"61","Salary Expense","Cash Payment - Salary Expense","-1610"
"61","Salary Expense","Cash Payment - Salary Expense","-1763"
"61","Salary Expense","Cash Payment - Salary Expense","-1743"
"61","Salary Expense","Cash Payment - Salary Expense","-1700"
"61","Salary Expense","Cash Payment - Salary Expense","-20767"
"61","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","49610"
"61","Retail","Revenue - Retail Sales Ho Chi Minh City - White Wine","10320"
"61","Retail","Revenue - Retail Sales Ho Chi Minh City - Sparkling Wine","121000"
"61","Retail","Revenue - Retail Sales Manila - Red Wine","76830"
"61","Retail","Revenue - Retail Sales Manila - White Wine","48960"
"61","Retail","Revenue - Retail Sales Manila - Sparkling Wine","14280"
"61","Retail","Revenue - Retail Sales Bangkok - Red Wine","37680"
"61","Retail","Revenue - Retail Sales Bangkok - White Wine","9500"
"61","Retail","Revenue - Retail Sales Bangkok - Sparkling Wine","63360"
"61","Retail","Revenue - Retail Sales Jakarta - Red Wine","39678"
"61","Retail","Revenue - Retail Sales Jakarta - White Wine","80880"
"61","Retail","Revenue - Retail Sales Jakarta - Sparkling Wine","12320"
"61","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","-3286"
"61","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"61","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"61","Rental Expense","Cash Payment - Rental - Manila","-1860"
"61","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Bangkok","-1550"
"61","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"61","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Jakarta","-442"
"61","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"60","Machines","Cash Payment - Machines","-400000"
"60","Human Resource Expense","Cash Payment - Staff Recruiting - Production","-45000"
"60","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"60","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-30000"
"60","Marketing Expense","Cash Payment - Marketing - Manila","-30000"
"60","Marketing Expense","Cash Payment - Marketing - Bangkok","-30000"
"60","Marketing Expense","Cash Payment - Marketing - Jakarta","-30000"
"60","Salary Expense","Cash Payment - Salary Expense","-1784"
"60","Salary Expense","Cash Payment - Salary Expense","-1610"
"60","Salary Expense","Cash Payment - Salary Expense","-1763"
"60","Salary Expense","Cash Payment - Salary Expense","-1743"
"60","Salary Expense","Cash Payment - Salary Expense","-1700"
"60","Salary Expense","Cash Payment - Salary Expense","-20063"
"60","Shipping Expense","Cash Payment - Shipping Expense - B2B SO : 9603","-59238"
"60","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 361","-15000"
"60","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","45320"
"60","Retail","Revenue - Retail Sales Ho Chi Minh City - White Wine","11200"
"60","Retail","Revenue - Retail Sales Ho Chi Minh City - Sparkling Wine","119800"
"60","Retail","Revenue - Retail Sales Manila - Red Wine","78520"
"60","Retail","Revenue - Retail Sales Manila - White Wine","41760"
"60","Retail","Revenue - Retail Sales Manila - Sparkling Wine","14280"
"60","Retail","Revenue - Retail Sales Bangkok - Red Wine","38400"
"60","Retail","Revenue - Retail Sales Bangkok - White Wine","10200"
"60","Retail","Revenue - Retail Sales Bangkok - Sparkling Wine","57960"
"60","Retail","Revenue - Retail Sales Jakarta - Red Wine","43350"
"60","Retail","Revenue - Retail Sales Jakarta - White Wine","73800"
"60","Retail","Revenue - Retail Sales Jakarta - Sparkling Wine","12760"
"60","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","-372"
"60","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"60","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"60","Rental Expense","Cash Payment - Rental - Manila","-1860"
"60","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Bangkok","-1675"
"60","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"60","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"59","Human Resource Expense","Counselled","-2000"
"59","Machines","Cash Payment - Machines","-400000"
"59","Human Resource Expense","Cash Payment - Staff Recruiting - Production","-45000"
"59","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"59","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-30000"
"59","Marketing Expense","Cash Payment - Marketing - Manila","-30000"
"59","Marketing Expense","Cash Payment - Marketing - Bangkok","-30000"
"59","Marketing Expense","Cash Payment - Marketing - Jakarta","-30000"
"59","Salary Expense","Cash Payment - Salary Expense","-1784"
"59","Salary Expense","Cash Payment - Salary Expense","-1610"
"59","Salary Expense","Cash Payment - Salary Expense","-1763"
"59","Salary Expense","Cash Payment - Salary Expense","-1743"
"59","Salary Expense","Cash Payment - Salary Expense","-1700"
"59","Salary Expense","Cash Payment - Salary Expense","-18993"
"59","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 365","-15000"
"59","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","51040"
"59","Retail","Revenue - Retail Sales Ho Chi Minh City - White Wine","10640"
"59","Retail","Revenue - Retail Sales Ho Chi Minh City - Sparkling Wine","116000"
"59","Retail","Revenue - Retail Sales Manila - Red Wine","80210"
"59","Retail","Revenue - Retail Sales Manila - White Wine","46680"
"59","Retail","Revenue - Retail Sales Manila - Sparkling Wine","13680"
"59","Retail","Revenue - Retail Sales Bangkok - Red Wine","36600"
