"Day ","Items ","Note ","Amount "
"69","Salary Expense","Cash Payment - Salary Expense","1872"
"69","Salary Expense","Cash Payment - Salary Expense","1690"
"69","Salary Expense","Cash Payment - Salary Expense","1850"
"69","Salary Expense","Cash Payment - Salary Expense","1829"
"69","Salary Expense","Cash Payment - Salary Expense","1784"
"69","Salary Expense","Cash Payment - Salary Expense","20983"
"69","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 361","15000"
"69","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","2821"
"69","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"69","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"69","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Manila","1190"
"69","Rental Expense","Cash Payment - Rental - Manila","1860"
"69","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"69","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"69","Depreciation Expense","Non-Cash Expense - Depreciation","25001"
"68","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"68","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","30000"
"68","Marketing Expense","Cash Payment - Marketing - Manila","30000"
"68","Marketing Expense","Cash Payment - Marketing - Bangkok","30000"
"68","Marketing Expense","Cash Payment - Marketing - Jakarta","30000"
"68","Salary Expense","Cash Payment - Salary Expense","1872"
"68","Salary Expense","Cash Payment - Salary Expense","1690"
"68","Salary Expense","Cash Payment - Salary Expense","1850"
"68","Salary Expense","Cash Payment - Salary Expense","1763"
"68","Salary Expense","Cash Payment - Salary Expense","1784"
"68","Salary Expense","Cash Payment - Salary Expense","20929"
"68","Shipping Expense","Cash Payment - Shipping Expense - B2B SO : 11235","39138"
"68","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 365","15000"
"68","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"68","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"68","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Manila","1505"
"68","Rental Expense","Cash Payment - Rental - Manila","1860"
"68","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Bangkok","100"
"68","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"68","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"68","Depreciation Expense","Non-Cash Expense - Depreciation","25001"
"67","Human Resource Expense","Counselled","2000"
"67","Human Resource Expense","Counselled","2000"
"67","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"67","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","30000"
"67","Marketing Expense","Cash Payment - Marketing - Manila","30000"
"67","Marketing Expense","Cash Payment - Marketing - Bangkok","30000"
"67","Marketing Expense","Cash Payment - Marketing - Jakarta","30000"
"67","Salary Expense","Cash Payment - Salary Expense","1872"
"67","Salary Expense","Cash Payment - Salary Expense","1690"
"67","Salary Expense","Cash Payment - Salary Expense","1850"
"67","Salary Expense","Cash Payment - Salary Expense","1763"
"67","Salary Expense","Cash Payment - Salary Expense","1784"
"67","Salary Expense","Cash Payment - Salary Expense","20929"
"67","Shipping Expense","Cash Payment - Shipping Expense - B2B SO : 11056","35907"
"67","Shipping Expense","Cash Payment - Shipping Expense - B2B SO : 11072","7797"
"67","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 378","15000"
"67","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 382","15000"
"67","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"67","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"67","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Manila","1750"
"67","Rental Expense","Cash Payment - Rental - Manila","1860"
"67","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Bangkok","225"
"67","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"67","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"67","Depreciation Expense","Non-Cash Expense - Depreciation","25001"
"66","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"66","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","30000"
"66","Marketing Expense","Cash Payment - Marketing - Manila","30000"
"66","Marketing Expense","Cash Payment - Marketing - Bangkok","30000"
"66","Marketing Expense","Cash Payment - Marketing - Jakarta","30000"
"66","Salary Expense","Cash Payment - Salary Expense","1872"
"66","Salary Expense","Cash Payment - Salary Expense","1672"
"66","Salary Expense","Cash Payment - Salary Expense","1829"
"66","Salary Expense","Cash Payment - Salary Expense","1743"
"66","Salary Expense","Cash Payment - Salary Expense","1784"
"66","Salary Expense","Cash Payment - Salary Expense","20910"
"66","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","1333"
"66","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"66","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"66","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Manila","3430"
"66","Rental Expense","Cash Payment - Rental - Manila","1860"
"66","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Bangkok","400"
"66","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"66","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"66","Depreciation Expense","Non-Cash Expense - Depreciation","25001"
"65","Human Resource Expense","Counselled","2000"
"65","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"65","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","30000"
"65","Marketing Expense","Cash Payment - Marketing - Manila","30000"
"65","Marketing Expense","Cash Payment - Marketing - Bangkok","30000"
"65","Marketing Expense","Cash Payment - Marketing - Jakarta","30000"
"65","Salary Expense","Cash Payment - Salary Expense","1872"
"65","Salary Expense","Cash Payment - Salary Expense","1672"
"65","Salary Expense","Cash Payment - Salary Expense","1829"
"65","Salary Expense","Cash Payment - Salary Expense","1743"
"65","Salary Expense","Cash Payment - Salary Expense","1784"
"65","Salary Expense","Cash Payment - Salary Expense","20910"
"65","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","1612"
"65","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"65","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"65","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Manila","3675"
"65","Rental Expense","Cash Payment - Rental - Manila","1860"
"65","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Bangkok","525"
"65","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"65","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"65","Depreciation Expense","Non-Cash Expense - Depreciation","25001"
"64","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"64","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","30000"
"64","Marketing Expense","Cash Payment - Marketing - Manila","30000"
"64","Marketing Expense","Cash Payment - Marketing - Bangkok","30000"
"64","Marketing Expense","Cash Payment - Marketing - Jakarta","30000"
"64","Salary Expense","Cash Payment - Salary Expense","1872"
"64","Salary Expense","Cash Payment - Salary Expense","1654"
"64","Salary Expense","Cash Payment - Salary Expense","1829"
"64","Salary Expense","Cash Payment - Salary Expense","1743"
"64","Salary Expense","Cash Payment - Salary Expense","1784"
"64","Salary Expense","Cash Payment - Salary Expense","20910"
"64","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","2573"
"64","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"64","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"64","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Manila","1995"
"64","Rental Expense","Cash Payment - Rental - Manila","1860"
"64","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Bangkok","1100"
"64","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"64","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"64","Depreciation Expense","Non-Cash Expense - Depreciation","25001"
"63","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"63","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","30000"
"63","Marketing Expense","Cash Payment - Marketing - Manila","30000"
"63","Marketing Expense","Cash Payment - Marketing - Bangkok","30000"
"63","Marketing Expense","Cash Payment - Marketing - Jakarta","30000"
"63","Salary Expense","Cash Payment - Salary Expense","1872"
"63","Salary Expense","Cash Payment - Salary Expense","1654"
"63","Salary Expense","Cash Payment - Salary Expense","1829"
"63","Salary Expense","Cash Payment - Salary Expense","1743"
"63","Salary Expense","Cash Payment - Salary Expense","1784"
"63","Salary Expense","Cash Payment - Salary Expense","20767"
"63","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","2852"
"63","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"63","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"63","Rental Expense","Cash Payment - Rental - Manila","1860"
"63","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Bangkok","1225"
"63","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"63","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"63","Depreciation Expense","Non-Cash Expense - Depreciation","25001"
"62","Human Resource Expense","Counselled","2000"
"62","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"62","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","30000"
"62","Marketing Expense","Cash Payment - Marketing - Manila","30000"
"62","Marketing Expense","Cash Payment - Marketing - Bangkok","30000"
"62","Marketing Expense","Cash Payment - Marketing - Jakarta","30000"
"62","Salary Expense","Cash Payment - Salary Expense","1872"
"62","Salary Expense","Cash Payment - Salary Expense","1654"
"62","Salary Expense","Cash Payment - Salary Expense","1829"
"62","Salary Expense","Cash Payment - Salary Expense","1743"
"62","Salary Expense","Cash Payment - Salary Expense","1784"
"62","Salary Expense","Cash Payment - Salary Expense","20767"
"62","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","3007"
"62","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"62","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"62","Rental Expense","Cash Payment - Rental - Manila","1860"
"62","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Bangkok","1375"
"62","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"62","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Jakarta","170"
"62","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"62","Depreciation Expense","Non-Cash Expense - Depreciation","25001"
"61","Human Resource Expense","Attended Training","15000"
"61","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"61","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","30000"
"61","Marketing Expense","Cash Payment - Marketing - Manila","30000"
"61","Marketing Expense","Cash Payment - Marketing - Bangkok","30000"
"61","Marketing Expense","Cash Payment - Marketing - Jakarta","30000"
"61","Salary Expense","Cash Payment - Salary Expense","1784"
"61","Salary Expense","Cash Payment - Salary Expense","1610"
"61","Salary Expense","Cash Payment - Salary Expense","1763"
"61","Salary Expense","Cash Payment - Salary Expense","1743"
"61","Salary Expense","Cash Payment - Salary Expense","1700"
"61","Salary Expense","Cash Payment - Salary Expense","20767"
"61","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","3286"
"61","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"61","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"61","Rental Expense","Cash Payment - Rental - Manila","1860"
"61","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Bangkok","1550"
"61","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"61","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Jakarta","442"
"61","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"61","Depreciation Expense","Non-Cash Expense - Depreciation","25001"
"60","Human Resource Expense","Cash Payment - Staff Recruiting - Production","45000"
"60","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"60","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","30000"
"60","Marketing Expense","Cash Payment - Marketing - Manila","30000"
"60","Marketing Expense","Cash Payment - Marketing - Bangkok","30000"
"60","Marketing Expense","Cash Payment - Marketing - Jakarta","30000"
"60","Salary Expense","Cash Payment - Salary Expense","1784"
"60","Salary Expense","Cash Payment - Salary Expense","1610"
"60","Salary Expense","Cash Payment - Salary Expense","1763"
"60","Salary Expense","Cash Payment - Salary Expense","1743"
"60","Salary Expense","Cash Payment - Salary Expense","1700"
"60","Salary Expense","Cash Payment - Salary Expense","20063"
"60","Shipping Expense","Cash Payment - Shipping Expense - B2B SO : 9603","59238"
"60","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 361","15000"
"60","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","372"
"60","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"60","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"60","Rental Expense","Cash Payment - Rental - Manila","1860"
"60","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Bangkok","1675"
"60","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"60","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"60","Depreciation Expense","Non-Cash Expense - Depreciation","25001"
"59","Human Resource Expense","Counselled","2000"
"59","Human Resource Expense","Cash Payment - Staff Recruiting - Production","45000"
"59","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"59","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","30000"
"59","Marketing Expense","Cash Payment - Marketing - Manila","30000"
"59","Marketing Expense","Cash Payment - Marketing - Bangkok","30000"
"59","Marketing Expense","Cash Payment - Marketing - Jakarta","30000"
"59","Salary Expense","Cash Payment - Salary Expense","1784"
"59","Salary Expense","Cash Payment - Salary Expense","1610"
"59","Salary Expense","Cash Payment - Salary Expense","1763"
"59","Salary Expense","Cash Payment - Salary Expense","1743"
"59","Salary Expense","Cash Payment - Salary Expense","1700"
"59","Salary Expense","Cash Payment - Salary Expense","18993"
"59","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 365","15000"
"59","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","620"
"59","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"59","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"59","Rental Expense","Cash Payment - Rental - Manila","1860"
"59","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Bangkok","2300"
"59","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"59","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"59","Depreciation Expense","Non-Cash Expense - Depreciation","18334"
"58","Human Resource Expense","Attended Training","15000"
"58","Human Resource Expense","Counselled","2000"
"58","Human Resource Expense","Counselled","2000"
"58","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"58","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","30000"
"58","Marketing Expense","Cash Payment - Marketing - Manila","30000"
"58","Marketing Expense","Cash Payment - Marketing - Bangkok","30000"
"58","Marketing Expense","Cash Payment - Marketing - Jakarta","30000"
"58","Salary Expense","Cash Payment - Salary Expense","1784"
"58","Salary Expense","Cash Payment - Salary Expense","1610"
"58","Salary Expense","Cash Payment - Salary Expense","1763"
"58","Salary Expense","Cash Payment - Salary Expense","1680"
"58","Salary Expense","Cash Payment - Salary Expense","1700"
"58","Salary Expense","Cash Payment - Salary Expense","17943"
"58","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 6716","4400"
"58","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","868"
"58","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"58","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"58","Rental Expense","Cash Payment - Rental - Manila","1860"
"58","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Bangkok","2450"
"58","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"58","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"58","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"57","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"57","Human Resource Expense","Attended Training","15000"
"57","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"57","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","30000"
"57","Marketing Expense","Cash Payment - Marketing - Manila","30000"
"57","Marketing Expense","Cash Payment - Marketing - Bangkok","30000"
"57","Marketing Expense","Cash Payment - Marketing - Jakarta","30000"
"57","Salary Expense","Cash Payment - Salary Expense","1784"
"57","Salary Expense","Cash Payment - Salary Expense","1610"
"57","Salary Expense","Cash Payment - Salary Expense","1763"
"57","Salary Expense","Cash Payment - Salary Expense","1680"
"57","Salary Expense","Cash Payment - Salary Expense","1700"
"57","Salary Expense","Cash Payment - Salary Expense","17943"
"57","Shipping Expense","Cash Payment - Shipping Expense - B2B SO : 9236","88679"
"57","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","1147"
"57","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"57","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"57","Rental Expense","Cash Payment - Rental - Manila","1860"
"57","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Bangkok","2600"
"57","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"57","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"57","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"56","Human Resource Expense","Counselled","2000"
"56","Human Resource Expense","Counselled","2000"
"56","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"56","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","30000"
"56","Marketing Expense","Cash Payment - Marketing - Manila","30000"
"56","Marketing Expense","Cash Payment - Marketing - Bangkok","30000"
"56","Marketing Expense","Cash Payment - Marketing - Jakarta","30000"
"56","Salary Expense","Cash Payment - Salary Expense","1784"
"56","Salary Expense","Cash Payment - Salary Expense","1260"
"56","Salary Expense","Cash Payment - Salary Expense","1743"
"56","Salary Expense","Cash Payment - Salary Expense","1661"
"56","Salary Expense","Cash Payment - Salary Expense","1700"
"56","Salary Expense","Cash Payment - Salary Expense","17925"
"56","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","2449"
"56","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"56","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"56","Rental Expense","Cash Payment - Rental - Manila","1860"
"56","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"56","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"56","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"55","Human Resource Expense","Staff Dismiss","52000"
"55","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"55","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","30000"
"55","Marketing Expense","Cash Payment - Marketing - Manila","30000"
"55","Marketing Expense","Cash Payment - Marketing - Bangkok","30000"
"55","Marketing Expense","Cash Payment - Marketing - Jakarta","30000"
"55","Salary Expense","Cash Payment - Salary Expense","1784"
"55","Salary Expense","Cash Payment - Salary Expense","1260"
"55","Salary Expense","Cash Payment - Salary Expense","1743"
"55","Salary Expense","Cash Payment - Salary Expense","1661"
"55","Salary Expense","Cash Payment - Salary Expense","1700"
"55","Salary Expense","Cash Payment - Salary Expense","17925"
"55","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","2697"
"55","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"55","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"55","Rental Expense","Cash Payment - Rental - Manila","1860"
"55","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"55","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"55","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"54","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"54","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"54","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","20000"
"54","Marketing Expense","Cash Payment - Marketing - Manila","20000"
"54","Marketing Expense","Cash Payment - Marketing - Bangkok","20000"
"54","Marketing Expense","Cash Payment - Marketing - Jakarta","20000"
"54","Salary Expense","Cash Payment - Salary Expense","1784"
"54","Salary Expense","Cash Payment - Salary Expense","1688"
"54","Salary Expense","Cash Payment - Salary Expense","1743"
"54","Salary Expense","Cash Payment - Salary Expense","1661"
"54","Salary Expense","Cash Payment - Salary Expense","1700"
"54","Salary Expense","Cash Payment - Salary Expense","17925"
"54","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","2945"
"54","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"54","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"54","Rental Expense","Cash Payment - Rental - Manila","1860"
"54","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"54","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"54","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"53","Human Resource Expense","Staff Dismiss","51000"
"53","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"53","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","20000"
"53","Marketing Expense","Cash Payment - Marketing - Manila","20000"
"53","Marketing Expense","Cash Payment - Marketing - Bangkok","20000"
"53","Marketing Expense","Cash Payment - Marketing - Jakarta","20000"
"53","Salary Expense","Cash Payment - Salary Expense","1784"
"53","Salary Expense","Cash Payment - Salary Expense","1688"
"53","Salary Expense","Cash Payment - Salary Expense","1743"
"53","Salary Expense","Cash Payment - Salary Expense","1661"
"53","Salary Expense","Cash Payment - Salary Expense","1700"
"53","Salary Expense","Cash Payment - Salary Expense","17456"
"53","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","1643"
"53","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"53","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"53","Rental Expense","Cash Payment - Rental - Manila","1860"
"53","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"53","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"53","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"52","Human Resource Expense","Counselled","2000"
"52","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"52","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","20000"
"52","Marketing Expense","Cash Payment - Marketing - Manila","20000"
"52","Marketing Expense","Cash Payment - Marketing - Bangkok","20000"
"52","Marketing Expense","Cash Payment - Marketing - Jakarta","20000"
"52","Salary Expense","Cash Payment - Salary Expense","1784"
"52","Salary Expense","Cash Payment - Salary Expense","1688"
"52","Salary Expense","Cash Payment - Salary Expense","1743"
"52","Salary Expense","Cash Payment - Salary Expense","1661"
"52","Salary Expense","Cash Payment - Salary Expense","1700"
"52","Salary Expense","Cash Payment - Salary Expense","17902"
"52","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","2294"
"52","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"52","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"52","Rental Expense","Cash Payment - Rental - Manila","1860"
"52","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"52","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"52","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"51","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"51","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","20000"
"51","Marketing Expense","Cash Payment - Marketing - Manila","20000"
"51","Marketing Expense","Cash Payment - Marketing - Bangkok","20000"
"51","Marketing Expense","Cash Payment - Marketing - Jakarta","20000"
"51","Salary Expense","Cash Payment - Salary Expense","1700"
"51","Salary Expense","Cash Payment - Salary Expense","1625"
"51","Salary Expense","Cash Payment - Salary Expense","1680"
"51","Salary Expense","Cash Payment - Salary Expense","1661"
"51","Salary Expense","Cash Payment - Salary Expense","1620"
"51","Salary Expense","Cash Payment - Salary Expense","17902"
"51","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 361","15000"
"51","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","3100"
"51","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"51","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"51","Rental Expense","Cash Payment - Rental - Manila","1860"
"51","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"51","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"51","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"50","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"50","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","20000"
"50","Marketing Expense","Cash Payment - Marketing - Manila","20000"
"50","Marketing Expense","Cash Payment - Marketing - Bangkok","20000"
"50","Marketing Expense","Cash Payment - Marketing - Jakarta","20000"
"50","Salary Expense","Cash Payment - Salary Expense","1700"
"50","Salary Expense","Cash Payment - Salary Expense","1625"
"50","Salary Expense","Cash Payment - Salary Expense","1680"
"50","Salary Expense","Cash Payment - Salary Expense","1661"
"50","Salary Expense","Cash Payment - Salary Expense","1620"
"50","Salary Expense","Cash Payment - Salary Expense","17209"
"50","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 365","15000"
"50","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","3379"
"50","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"50","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"50","Rental Expense","Cash Payment - Rental - Manila","1860"
"50","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"50","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"50","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"49","Human Resource Expense","Counselled","2000"
"49","Human Resource Expense","Counselled","2000"
"49","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"49","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","20000"
"49","Marketing Expense","Cash Payment - Marketing - Manila","20000"
"49","Marketing Expense","Cash Payment - Marketing - Bangkok","20000"
"49","Marketing Expense","Cash Payment - Marketing - Jakarta","20000"
"49","Salary Expense","Cash Payment - Salary Expense","1700"
"49","Salary Expense","Cash Payment - Salary Expense","1625"
"49","Salary Expense","Cash Payment - Salary Expense","1680"
"49","Salary Expense","Cash Payment - Salary Expense","1661"
"49","Salary Expense","Cash Payment - Salary Expense","1620"
"49","Salary Expense","Cash Payment - Salary Expense","17190"
"49","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","3627"
"49","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"49","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"49","Rental Expense","Cash Payment - Rental - Manila","1860"
"49","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"49","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"49","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"48","Human Resource Expense","Counselled","2000"
"48","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"48","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","20000"
"48","Marketing Expense","Cash Payment - Marketing - Manila","20000"
"48","Marketing Expense","Cash Payment - Marketing - Bangkok","20000"
"48","Marketing Expense","Cash Payment - Marketing - Jakarta","20000"
"48","Salary Expense","Cash Payment - Salary Expense","1700"
"48","Salary Expense","Cash Payment - Salary Expense","1625"
"48","Salary Expense","Cash Payment - Salary Expense","1680"
"48","Salary Expense","Cash Payment - Salary Expense","1601"
"48","Salary Expense","Cash Payment - Salary Expense","1620"
"48","Salary Expense","Cash Payment - Salary Expense","17190"
